"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Joe Johnson","PHX",82,3334,362,831,255,107,113,53,89,42,65
"Peja Stojakovic","SAC",81,3269,173,381,138,35,54,13,71,11,24
"Stephon Marbury","NYK",81,3255,719,1576,581,138,233,102,246,71,67
"Cuttino Mobley","HOU",80,3236,258,582,192,66,95,34,63,33,33
"Kevin Garnett","MIN",82,3235,409,908,319,90,114,64,141,33,57
"Shawn Marion","PHX",79,3210,214,477,165,49,83,25,57,18,31
"Steve Francis","HOU",79,3197,493,1130,349,144,167,61,121,55,89
"Richard Jefferson","NJN",82,3136,315,679,266,49,142,30,94,8,41
"LeBron James","CLE",79,3127,465,983,412,53,186,78,148,29,24
"Damon Stoudamire","POR",82,3123,500,1072,428,72,191,107,130,18,54
"Jim Jackson","HOU",80,3120,226,488,190,36,75,63,52,19,17
"Latrell Sprewell","MIN",82,3101,286,605,253,33,84,70,99,5,28
"Paul Pierce","BOS",80,3100,410,973,257,153,138,36,83,61,92
"Zach Randolph","POR",81,3072,163,360,129,34,66,25,38,4,30
"Ben Wallace","DET",81,3060,138,299,115,23,69,20,26,8,15
"Michael Redd","MIL",82,3020,185,407,148,37,67,30,51,12,25
"Jason Terry","ATL",81,3013,437,957,354,83,170,60,124,27,56
"Lamar Odom","MIA",80,3002,327,739,242,85,129,19,94,25,60
"Eddie Jones","MIA",81,3001,258,550,224,34,97,26,101,10,24
"Carmelo Anthony","DEN",82,2991,227,490,191,36,113,27,51,19,17
"Mike Bibby","SAC",82,2983,444,982,350,94,178,35,137,34,60
"Donyell Marshall","TOR",82,2982,122,284,82,40,41,10,31,24,16
"Eric Snow","PHI",82,2976,563,1246,443,120,182,66,195,48,72
"Stephen Jackson","ATL",80,2943,244,522,210,34,124,33,53,13,21
"Jason Richardson","GSW",78,2941,226,510,168,58,77,36,55,22,36
"Rashard Lewis","SEA",80,2934,175,434,91,84,39,19,33,25,59
"Dirk Nowitzki","DAL",77,2920,207,456,165,42,92,38,35,16,26
"Andrei Kirilenko","UTA",78,2906,244,508,224,20,120,16,88,10,10
"Juwan Howard","ORL",81,2884,158,363,111,47,50,17,44,13,34
"Sam Cassell","MIN",81,2848,592,1248,528,64,161,121,246,24,40
"Kerry Kittles","NJN",82,2847,206,465,153,53,65,22,66,16,37
"Andre Miller","DEN",82,2847,501,1071,432,69,271,28,133,26,43
"Clifford Robinson","GSW",82,2842,271,588,225,46,113,48,64,17,29
"Antoine Walker","DAL",82,2837,369,810,297,72,140,45,112,18,54
"Gary Payton","LAL",82,2836,449,974,373,76,172,69,132,21,55
"Jamal Crawford","CHI",80,2814,405,891,324,81,155,53,116,28,53
"Jamaal Magloire","NOH",82,2795,86,196,62,24,25,5,32,5,19
"Jermaine O'Neal","IND",78,2789,164,372,120,44,68,9,43,23,21
"Vince Carter","TOR",73,2787,348,799,245,103,100,28,117,73,30
"Richard Hamilton","DET",78,2785,310,687,243,67,137,44,62,27,40
"Doug Christie","SAC",82,2783,347,785,256,91,140,23,93,37,54
"Michael Finley","DAL",72,2782,212,480,156,56,77,24,55,8,48
"Chauncey Billups","DET",78,2772,446,934,404,42,187,80,137,18,24
"P.J. Brown","NOH",80,2757,155,338,127,28,57,17,53,9,19
"Metta World Peace","IND",73,2716,272,608,208,64,101,40,67,30,34
"Kirk Hinrich","CHI",76,2709,517,1108,443,74,147,90,206,28,46
"Kenny Thomas","PHI",74,2704,111,257,76,35,38,16,22,12,23
"Yao Ming","HOU",82,2702,122,295,71,51,38,4,29,14,37
"Tayshaun Prince","DET",82,2697,191,413,160,31,78,33,49,6,25
"Shareef Abdur-Rahim","POR",85,2690,174,390,132,42,65,20,47,14,28
"Tracy McGrady","ORL",67,2688,370,802,308,62,126,73,109,28,34
"Baron Davis","NOH",67,2687,501,1105,398,103,203,56,139,41,62
"Elton Brand","LAC",69,2675,227,504,177,50,82,19,76,6,44
"Theo Ratliff","POR",85,2662,71,161,52,19,26,6,20,1,18
"Corey Maggette","LAC",73,2630,224,482,190,34,85,50,55,9,25
"Bruce Bowen","SAS",82,2627,113,242,97,16,41,22,34,4,12
"Brad Miller","SAC",72,2627,312,695,241,71,121,26,94,17,54
"Steve Nash","DAL",78,2616,687,1532,529,158,262,95,172,25,133
"Carlos Boozer","CLE",75,2598,148,317,127,21,51,27,49,4,17
"Rafer Alston","MIA",82,2585,372,841,275,97,112,33,130,31,66
"Tony Parker","SAS",75,2579,411,927,306,105,118,62,126,62,43
"Antonio Davis","CHI",80,2579,137,317,94,43,33,24,37,11,32
"Zydrunas Ilgauskas","CLE",81,2543,109,237,90,19,40,15,35,5,14
"Kurt Thomas","NYK",80,2542,149,341,106,43,48,25,33,13,30
"Desmond Mason","MIL",82,2535,152,340,116,36,57,26,33,12,24
"Tim Duncan","SAS",69,2525,213,475,164,49,87,23,54,18,31
"Chris Bosh","TOR",75,2517,78,178,56,22,25,7,24,11,11
"Jalen Rose","TOR",66,2512,329,739,248,81,104,36,108,34,47
"Nene","DEN",77,2512,168,361,143,25,81,12,50,7,18
"Ricky Davis","BOS",79,2474,259,587,190,69,94,33,63,24,45
"Shaquille O'Neal","LAL",67,2466,196,431,157,39,90,18,49,0,39
"Jason Kidd","NJN",67,2464,618,1310,544,74,341,63,140,13,61
"Pau Gasol","MEM",78,2452,198,455,139,59,92,27,20,16,43
"Kobe Bryant","LAL",65,2447,330,719,271,59,171,43,57,26,33
"DeShawn Stevenson","ORL",80,2444,158,335,139,19,78,16,45,5,14
"James Posey","MEM",82,2443,122,282,84,38,40,20,24,2,36
"Al Harrington","IND",79,2441,131,307,86,45,46,12,28,24,21
"Erick Dampier","GSW",74,2408,60,144,36,24,18,5,13,4,20
"Mark Blount","BOS",82,2405,75,173,52,23,32,3,17,8,15
"Rasheed Wallace","DET",68,2394,156,341,127,29,66,31,30,8,21
"Antawn Jamison","DAL",82,2379,70,162,48,22,29,4,15,6,16
"Jeff McInnis","CLE",70,2377,430,916,374,56,162,107,105,12,44
"Rasho Nesterovic","SAS",82,2359,114,250,92,22,51,11,30,4,18
"Keith Van Horn","MIL",72,2342,120,268,92,28,40,24,28,6,22
"Mike Dunleavy","GSW",75,2341,220,484,176,44,102,18,56,7,37
"Quentin Richardson","LAC",65,2340,139,303,114,25,63,21,30,4,21
"Tyronn Lue","ORL",76,2336,317,696,255,62,70,37,148,14,48
"Vladimir Radmanovic","SEA",77,2322,142,336,90,52,56,16,18,28,24
"Vlade Divac","SAC",81,2314,432,991,305,127,159,24,122,42,85
"Brian Grant","MIA",76,2302,69,162,45,24,26,6,13,3,21
"Reggie Miller","IND",80,2267,249,527,220,29,97,71,52,10,19
"Trenton Hassell","MIN",81,2263,133,291,108,25,33,29,46,6,19
"Kenyon Martin","NJN",65,2259,160,348,132,28,69,10,53,7,21
"Joe Smith","MIL",76,2259,78,173,61,17,23,27,11,7,10
"Manu Ginobili","SAS",77,2255,291,640,233,58,118,37,78,37,21
"Darrell Armstrong","NOH",79,2245,311,695,238,73,116,30,92,29,44
"Voshon Lenard","DEN",73,2244,151,318,135,16,81,15,39,0,16
"Kwame Brown","WAS",74,2230,112,248,88,24,43,16,29,3,21
"Jason Collins","NJN",78,2225,153,335,124,29,49,14,61,4,25
"Samuel Dalembert","PHI",82,2204,21,47,16,5,10,2,4,2,3
"Mike James","DET",81,2196,339,757,260,79,118,43,99,29,50
"Jiri Welsch","BOS",81,2185,183,416,133,50,52,31,50,20,30
"Marcus Camby","DEN",72,2165,132,281,115,17,78,12,25,4,13
"Eddy Curry","CHI",73,2158,68,155,49,19,17,8,24,2,17
"Ray Allen","SEA",56,2157,268,623,181,87,97,39,45,21,66
"Greg Ostertag","UTA",78,2153,123,252,117,6,32,6,79,1,5
"Morris Peterson","TOR",82,2139,113,259,80,33,33,16,31,13,20
"Drew Gooden","ORL",79,2137,89,204,63,26,33,10,20,9,17
"Dwyane Wade","MIA",61,2136,275,647,178,97,78,21,79,24,73
"Aaron McKie","PHI",75,2117,195,419,166,29,85,26,55,6,23
"Jason Williams","MEM",72,2111,492,1057,419,73,211,74,134,17,56
"Anfernee Hardaway","NYK",76,2095,176,385,143,33,72,27,44,13,20
"Tim Thomas","NYK",66,2089,124,275,97,27,25,30,42,9,18
"Maurice Taylor","HOU",75,2081,107,232,89,18,59,15,15,6,12
"Darius Miles","POR",79,2080,162,349,137,25,77,17,43,12,13
"Hedo Turkoglu","SAS",80,2080,154,334,128,26,61,28,39,11,15
"Larry Hughes","WAS",61,2067,148,324,120,28,65,17,38,9,19
"Gilbert Arenas","WAS",55,2067,275,605,220,55,121,36,63,19,36
"Calbert Cheaney","GSW",79,2062,136,307,101,35,53,15,33,16,19
"Allen Iverson","PHI",48,2047,324,695,277,47,140,55,82,27,20
"Jarvis Hayes","WAS",70,2044,106,241,77,29,45,11,21,9,20
"Gordan Giricek","UTA",73,2041,122,282,84,38,35,24,25,8,30
"Caron Butler","MIA",68,2026,126,296,82,44,29,11,42,19,25
"Amar'e Stoudemire","PHX",55,2025,78,172,62,16,35,6,21,7,9
"Flip Murray","SEA",82,2025,205,472,143,62,81,20,42,15,47
"Raja Bell","UTA",82,2021,107,234,87,20,40,5,42,5,15
"Damon Jones","MIL",82,2009,478,1046,388,90,181,79,128,24,66
"David Wesley","NOH",61,2006,175,392,133,42,69,24,40,10,32
"Carlos Arroyo","UTA",71,2003,355,756,309,46,153,25,131,15,31
"Shandon Anderson","NYK",80,1966,122,270,96,26,38,23,35,8,18
"Jeff Foster","IND",82,1953,64,147,45,19,21,11,13,8,11
"Devean George","LAL",82,1953,112,243,93,19,38,21,34,7,12
"Shane Battier","MEM",79,1948,101,220,83,18,41,19,23,5,13
"Jared Jeffries","WAS",82,1917,93,219,60,33,32,9,19,7,26
"Boris Diaw","ATL",76,1915,182,411,135,47,60,24,51,20,27
